TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


22:00:53.116 "" SYSTEM_INFO START_LOGGING - - - "-"
22:00:56.382 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
22:00:56.928 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
22:00:59.741 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
22:00:59.741 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
22:01:00.366 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste ""
22:01:00.366 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste ""
22:01:00.366 "A" CHAR_A CHAR  -  - QwertyTeste ""
22:01:01.069 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "A"
22:01:01.069 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "A"
22:01:02.897 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "A"
22:01:02.897 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A"
22:01:02.913 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A"
22:01:02.913 "" NEW_WORD WORD_A  -  - QwertyTeste "A "
22:01:03.585 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "A "
22:01:03.616 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "A "
22:01:03.616 "m" CHAR_m CHAR  -  - QwertyTeste "A "
22:01:04.132 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_i 5.0.9 780.546 QwertyTeste "A m"
22:01:04.132 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "A m"
22:01:04.132 "i" CHAR_i CHAR  -  - QwertyTeste "A m"
22:01:10.647 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_minha 0.0.1 174.157 QwertyTeste "A mi"
22:01:10.710 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "A mi"
22:01:10.710 "n" CHAR_n CHAR  -  - QwertyTeste "A mi"
22:01:10.710 "" KEY_DOWN_H AUTO_KEY  -  - QwertyTeste "A min"
22:01:10.710 "h" CHAR_h CHAR  -  - QwertyTeste "A min"
22:01:10.710 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "A minh"
22:01:10.710 "a" CHAR_a CHAR  -  - QwertyTeste "A minh"
22:01:10.710 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A minha"
22:01:10.710 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A minha"
22:01:10.710 "" NEW_WORD WORD_minha  -  - QwertyTeste "A minha "
22:01:13.178 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_mãe 0.0.1 174.157 QwertyTeste "A minha "
22:01:13.178 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "A minha "
22:01:13.178 "m" CHAR_m CHAR  -  - QwertyTeste "A minha "
22:01:13.178 "" KEY_DOWN_TIL AUTO_KEY  -  - QwertyTeste "A minha m"
22:01:13.178 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "A minha m"
22:01:13.178 "ã" CHAR_ã CHAR  -  - QwertyTeste "A minha m"
22:01:13.178 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "A minha mã"
22:01:13.178 "e" CHAR_e CHAR  -  - QwertyTeste "A minha mã"
22:01:13.178 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A minha mãe"
