TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


20:13:49.359 "" SYSTEM_INFO START_LOGGING - - - "-"
20:13:52.546 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
20:13:56.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 131.691 QwertyTeste ""
20:13:56.171 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
20:13:57.703 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 402.550 QwertyTeste ""
20:13:57.703 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste ""
20:13:57.703 "E" CHAR_E CHAR  -  - QwertyTeste ""
20:13:58.859 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 131.691 QwertyTeste "E"
20:13:58.859 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "E"
20:13:59.890 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 316.597 QwertyTeste "E"
20:14:00.015 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "E"
20:14:00.015 "s" CHAR_s CHAR  -  - QwertyTeste "E"
20:14:00.640 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 566.550 QwertyTeste "Es"
20:14:00.640 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Es"
20:14:00.640 "t" CHAR_t CHAR  -  - QwertyTeste "Es"
20:14:01.046 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 402.550 QwertyTeste "Est"
20:14:01.171 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Est"
20:14:01.171 "e" CHAR_e CHAR  -  - QwertyTeste "Est"
20:14:02.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 141.503 QwertyTeste "Este"
