TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


16:23:04.171 "" SYSTEM_INFO START_LOGGING - - - "-"
16:23:09.515 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
16:23:42.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
16:23:42.593 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
16:23:43.281 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 536.546 QwertyTeste ""
16:23:43.625 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste ""
16:23:43.625 "T" CHAR_T CHAR  -  - QwertyTeste ""
16:23:44.453 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "T"
16:23:44.453 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "T"
16:23:48.312 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "T"
16:23:48.343 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "T"
16:23:48.343 "e" CHAR_e CHAR  -  - QwertyTeste "T"
16:23:52.328 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_5_tendo 1.0.2 405.204 QwertyTeste "Te"
16:23:52.328 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Te"
16:23:52.328 "n" CHAR_n CHAR  -  - QwertyTeste "Te"
16:23:52.328 "" KEY_DOWN_D AUTO_KEY  -  - QwertyTeste "Ten"
16:23:52.328 "d" CHAR_d CHAR  -  - QwertyTeste "Ten"
16:23:52.328 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Tend"
16:23:52.328 "o" CHAR_o CHAR  -  - QwertyTeste "Tend"
16:23:52.328 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo"
16:23:52.328 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo"
16:23:52.328 "" NEW_WORD WORD_Tendo  -  - QwertyTeste "Tendo "
16:23:53.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Tendo "
16:23:53.531 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo "
16:23:53.531 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo "
16:23:55.187 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "Tendo e"
16:23:55.187 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "Tendo e"
16:23:55.187 "u" CHAR_u CHAR  -  - QwertyTeste "Tendo e"
16:23:57.265 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu"
16:23:57.265 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu"
16:23:57.265 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu"
16:23:57.265 "" NEW_WORD WORD_eu  -  - QwertyTeste "Tendo eu "
16:23:58.250 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "Tendo eu "
16:23:58.250 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Tendo eu "
16:23:58.250 "r" CHAR_r CHAR  -  - QwertyTeste "Tendo eu "
16:24:02.312 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_repetido 0.0.1 174.157 QwertyTeste "Tendo eu r"
16:24:02.343 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo eu r"
16:24:02.343 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo eu r"
16:24:02.343 "" KEY_DOWN_P AUTO_KEY  -  - QwertyTeste "Tendo eu re"
16:24:02.343 "p" CHAR_p CHAR  -  - QwertyTeste "Tendo eu re"
16:24:02.343 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo eu rep"
16:24:02.343 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo eu rep"
16:24:02.343 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Tendo eu repe"
16:24:02.343 "t" CHAR_t CHAR  -  - QwertyTeste "Tendo eu repe"
16:24:02.343 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "Tendo eu repet"
16:24:02.343 "i" CHAR_i CHAR  -  - QwertyTeste "Tendo eu repet"
16:24:02.343 "" KEY_DOWN_D AUTO_KEY  -  - QwertyTeste "Tendo eu repeti"
16:24:02.343 "d" CHAR_d CHAR  -  - QwertyTeste "Tendo eu repeti"
16:24:02.343 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Tendo eu repetid"
16:24:02.343 "o" CHAR_o CHAR  -  - QwertyTeste "Tendo eu repetid"
16:24:02.343 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido"
16:24:02.343 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido"
16:24:02.343 "" NEW_WORD WORD_repetido  -  - QwertyTeste "Tendo eu repetido "
16:24:04.671 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste "Tendo eu repetido "
16:24:04.671 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Tendo eu repetido "
16:24:04.671 "n" CHAR_n CHAR  -  - QwertyTeste "Tendo eu repetido "
16:24:05.421 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Tendo eu repetido n"
16:24:05.578 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido n"
16:24:05.578 "a" CHAR_a CHAR  -  - QwertyTeste "Tendo eu repetido n"
16:24:07.015 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu repetido na"
16:24:07.015 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na"
16:24:07.031 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido na"
16:24:07.031 "" NEW_WORD WORD_na  -  - QwertyTeste "Tendo eu repetido na "
16:24:08.421 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_p 5.0.11 942.546 QwertyTeste "Tendo eu repetido na "
16:24:08.437 "" KEY_DOWN_P AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na "
16:24:08.437 "p" CHAR_p CHAR  -  - QwertyTeste "Tendo eu repetido na "
16:24:12.218 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_primária 0.0.1 174.157 QwertyTeste "Tendo eu repetido na p"
16:24:12.250 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na p"
16:24:12.250 "r" CHAR_r CHAR  -  - QwertyTeste "Tendo eu repetido na p"
16:24:12.250 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na pr"
16:24:12.250 "i" CHAR_i CHAR  -  - QwertyTeste "Tendo eu repetido na pr"
16:24:12.250 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na pri"
16:24:12.250 "m" CHAR_m CHAR  -  - QwertyTeste "Tendo eu repetido na pri"
16:24:12.250 "" KEY_DOWN_AGUDO AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na prim"
16:24:12.250 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na prim"
16:24:12.250 "á" CHAR_á CHAR  -  - QwertyTeste "Tendo eu repetido na prim"
16:24:12.250 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primá"
16:24:12.250 "r" CHAR_r CHAR  -  - QwertyTeste "Tendo eu repetido na primá"
16:24:12.250 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primár"
16:24:12.250 "i" CHAR_i CHAR  -  - QwertyTeste "Tendo eu repetido na primár"
16:24:12.250 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primári"
16:24:12.250 "a" CHAR_a CHAR  -  - QwertyTeste "Tendo eu repetido na primári"
16:24:12.250 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária"
16:24:12.250 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido na primária"
16:24:12.250 "" NEW_WORD WORD_primária  -  - QwertyTeste "Tendo eu repetido na primária "
16:24:14.562 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_2 4.0.3 286.499 QwertyTeste "Tendo eu repetido na primária "
16:24:14.562 "" KEY_DOWN_2 AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária "
16:24:14.562 "2" CHAR_2 CHAR  -  - QwertyTeste "Tendo eu repetido na primária "
16:24:16.921 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu repetido na primária 2"
16:24:16.921 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2"
16:24:16.921 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2"
16:24:16.921 "" NEW_WORD WORD_2  -  - QwertyTeste "Tendo eu repetido na primária 2 "
16:24:18.109 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Tendo eu repetido na primária 2 "
16:24:18.109 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 "
16:24:18.109 "a" CHAR_a CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2 "
16:24:21.812 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_anos 0.0.1 174.157 QwertyTeste "Tendo eu repetido na primária 2 a"
16:24:21.859 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 a"
16:24:21.859 "n" CHAR_n CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2 a"
16:24:21.859 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 an"
16:24:21.859 "o" CHAR_o CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2 an"
16:24:21.859 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 ano"
16:24:21.859 "s" CHAR_s CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2 ano"
16:24:21.875 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 anos"
16:24:21.875 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido na primária 2 anos"
16:24:21.875 "" NEW_WORD WORD_anos  -  - QwertyTeste "Tendo eu repetido na primária 2 anos "
16:24:24.343 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "Tendo eu repetido na primária 2 anos "
16:24:24.406 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "Tendo eu repetido na primária 2 anos "
