TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


14:48:40.562 "" SYSTEM_INFO START_LOGGING - - - "-"
14:48:43.843 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
14:48:50.765 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
14:48:50.765 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
14:48:51.515 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste ""
14:48:51.562 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste ""
14:48:51.562 "A" CHAR_A CHAR  -  - QwertyTeste ""
14:48:55.562 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "A"
14:48:55.562 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A"
14:48:55.562 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A"
14:48:55.562 "" NEW_WORD WORD_A  -  - QwertyTeste "A "
14:48:57.218 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "A "
14:48:57.218 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "A "
14:48:58.234 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "A "
14:48:58.328 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "A "
14:48:58.328 "m" CHAR_m CHAR  -  - QwertyTeste "A "
14:49:02.921 "" LEFT_MOUSE_DOWN_KEY PREDICTED_SENTENCE_SELECTION_1_A_minha_mãe_pode_ir_uma_ou_2_vezes_acompanhar. 2.0.2 752.290 QwertyTeste "A m"
14:49:02.953 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "A m"
14:49:02.953 "i" CHAR_i CHAR  -  - QwertyTeste "A m"
14:49:02.953 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "A mi"
14:49:02.953 "n" CHAR_n CHAR  -  - QwertyTeste "A mi"
14:49:02.953 "" KEY_DOWN_H AUTO_KEY  -  - QwertyTeste "A min"
14:49:02.953 "h" CHAR_h CHAR  -  - QwertyTeste "A min"
14:49:02.953 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "A minh"
14:49:02.953 "a" CHAR_a CHAR  -  - QwertyTeste "A minh"
14:49:02.953 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A minha"
14:49:02.953 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A minha"
14:49:02.953 "" NEW_WORD WORD_minha  -  - QwertyTeste "A minha "
14:49:02.953 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "A minha "
14:49:02.953 "m" CHAR_m CHAR  -  - QwertyTeste "A minha "
14:49:02.953 "" KEY_DOWN_TIL AUTO_KEY  -  - QwertyTeste "A minha m"
14:49:02.953 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "A minha m"
14:49:02.953 "ã" CHAR_ã CHAR  -  - QwertyTeste "A minha m"
