TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


17:21:00.800 "" SYSTEM_INFO START_LOGGING - - - "-"
17:21:04.221 "" WORD_PROCESSOR_CHANGE Untitled_-_Windows_Media_Encoder  -  - QwertyTeste ""
17:21:11.065 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
17:21:11.534 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
17:21:11.534 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
17:21:12.003 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste ""
17:21:12.003 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste ""
17:21:12.003 "E" CHAR_E CHAR  -  - QwertyTeste ""
17:21:15.409 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "E"
17:21:15.409 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "E"
17:21:16.253 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_5_este 1.0.2 405.204 QwertyTeste "E"
17:21:16.268 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "E"
17:21:16.268 "s" CHAR_s CHAR  -  - QwertyTeste "E"
17:21:16.268 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Es"
17:21:16.268 "t" CHAR_t CHAR  -  - QwertyTeste "Es"
17:21:16.268 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Est"
17:21:16.268 "e" CHAR_e CHAR  -  - QwertyTeste "Est"
17:21:16.268 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este"
17:21:16.268 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este"
17:21:16.268 "" NEW_WORD WORD_Este  -  - QwertyTeste "Este "
17:21:18.393 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_l 6.0.10 860.593 QwertyTeste "Este "
17:21:18.393 "" KEY_DOWN_L AUTO_KEY  -  - QwertyTeste "Este "
17:21:18.393 "l" CHAR_l CHAR  -  - QwertyTeste "Este "
17:21:18.925 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este l"
17:21:18.925 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este l"
17:21:18.925 "a" CHAR_a CHAR  -  - QwertyTeste "Este l"
17:21:20.300 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_lar 0.0.1 174.157 QwertyTeste "Este la"
17:21:20.300 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Este la"
17:21:20.300 "r" CHAR_r CHAR  -  - QwertyTeste "Este la"
17:21:20.300 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar"
17:21:20.300 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar"
17:21:20.300 "" NEW_WORD WORD_lar  -  - QwertyTeste "Este lar "
17:21:25.456 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Este lar "
17:21:25.456 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Este lar "
17:21:25.456 "e" CHAR_e CHAR  -  - QwertyTeste "Este lar "
17:21:27.237 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_6_era 1.0.3 636.204 QwertyTeste "Este lar e"
17:21:27.534 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Este lar e"
17:21:27.534 "r" CHAR_r CHAR  -  - QwertyTeste "Este lar e"
17:21:27.534 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este lar er"
17:21:27.534 "a" CHAR_a CHAR  -  - QwertyTeste "Este lar er"
17:21:27.534 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar era"
17:21:27.534 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar era"
17:21:27.534 "" NEW_WORD WORD_era  -  - QwertyTeste "Este lar era "
17:21:34.721 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_f 6.0.5 449.593 QwertyTeste "Este lar era "
17:21:34.721 "" KEY_DOWN_F AUTO_KEY  -  - QwertyTeste "Este lar era "
17:21:34.721 "f" CHAR_f CHAR  -  - QwertyTeste "Este lar era "
17:21:37.206 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este lar era f"
17:21:37.206 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este lar era f"
17:21:37.206 "a" CHAR_a CHAR  -  - QwertyTeste "Este lar era f"
17:21:40.768 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_4_fase 1.0.1 174.204 QwertyTeste "Este lar era fa"
17:21:40.768 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "Este lar era fa"
