TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


14:58:59.187 "" SYSTEM_INFO START_LOGGING - - - "-"
14:59:02.453 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
14:59:20.218 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
14:59:20.218 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
14:59:21.687 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste ""
14:59:21.828 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste ""
14:59:21.828 "E" CHAR_E CHAR  -  - QwertyTeste ""
14:59:22.984 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "E"
14:59:22.984 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "E"
14:59:23.734 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "E"
14:59:23.859 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "E"
14:59:23.859 "s" CHAR_s CHAR  -  - QwertyTeste "E"
14:59:25.062 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 536.546 QwertyTeste "Es"
14:59:25.218 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Es"
14:59:25.218 "t" CHAR_t CHAR  -  - QwertyTeste "Es"
14:59:25.484 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Est"
14:59:25.484 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Est"
14:59:25.484 "e" CHAR_e CHAR  -  - QwertyTeste "Est"
14:59:29.140 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este"
14:59:29.140 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este"
14:59:29.140 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este"
14:59:29.140 "" NEW_WORD WORD_Este  -  - QwertyTeste "Este "
14:59:38.968 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_l 6.0.10 860.593 QwertyTeste "Este "
14:59:38.968 "" KEY_DOWN_L AUTO_KEY  -  - QwertyTeste "Este "
14:59:38.968 "l" CHAR_l CHAR  -  - QwertyTeste "Este "
14:59:41.578 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este l"
14:59:41.890 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este l"
14:59:41.890 "a" CHAR_a CHAR  -  - QwertyTeste "Este l"
14:59:42.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "Este la"
14:59:42.343 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Este la"
14:59:42.343 "r" CHAR_r CHAR  -  - QwertyTeste "Este la"
14:59:44.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este lar"
14:59:44.406 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar"
14:59:44.406 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar"
14:59:44.406 "" NEW_WORD WORD_lar  -  - QwertyTeste "Este lar "
