TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


17:29:42.788 "" SYSTEM_INFO START_LOGGING - - - "-"
17:29:46.366 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
17:29:57.100 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
17:29:57.100 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
17:29:57.772 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste ""
17:29:57.772 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste ""
17:29:57.772 "A" CHAR_A CHAR  -  - QwertyTeste ""
17:29:58.897 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "A"
17:29:58.897 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A"
17:29:58.913 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A"
17:29:58.913 "" NEW_WORD WORD_A  -  - QwertyTeste "A "
17:30:03.522 "" LEFT_MOUSE_DOWN_KEY PREDICTED_WORD_SELECTION_0_minha 0.0.1 174.157 QwertyTeste "A "
17:30:03.694 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "A "
17:30:03.694 "M" CHAR_M CHAR  -  - QwertyTeste "A "
17:30:03.694 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "A M"
17:30:03.694 "I" CHAR_I CHAR  -  - QwertyTeste "A M"
17:30:03.694 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "A MI"
17:30:03.694 "N" CHAR_N CHAR  -  - QwertyTeste "A MI"
17:30:03.694 "" KEY_DOWN_H AUTO_KEY  -  - QwertyTeste "A MIN"
17:30:03.694 "H" CHAR_H CHAR  -  - QwertyTeste "A MIN"
17:30:03.694 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "A MINH"
17:30:03.694 "A" CHAR_A CHAR  -  - QwertyTeste "A MINH"
17:30:03.694 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "A MINHA"
17:30:03.694 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "A MINHA"
17:30:03.694 "" NEW_WORD WORD_MINHA  -  - QwertyTeste "A MINHA "
17:30:06.038 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "A MINHA "
17:30:06.038 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "A MINHA "
17:30:06.038 "\b" CHAR_RETROCESSO CHAR  -  - QwertyTeste "A MINHA "
17:30:06.335 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "A MINHA"
17:30:06.475 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "A MINHA"
17:30:06.475 "\b" CHAR_RETROCESSO CHAR  -  - QwertyTeste "A MINHA"
17:30:06.741 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "A MINH"
17:30:06.741 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "A MINH"
