TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


16:31:40.921 "" SYSTEM_INFO START_LOGGING - - - "-"
16:31:44.187 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
16:31:46.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
16:31:46.171 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
16:31:46.984 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste ""
16:31:47.296 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste ""
16:31:47.296 "E" CHAR_E CHAR  -  - QwertyTeste ""
16:31:47.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "E"
16:31:47.593 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "E"
16:31:48.296 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "E"
16:31:48.296 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "E"
16:31:48.312 "s" CHAR_s CHAR  -  - QwertyTeste "E"
16:31:48.750 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 536.546 QwertyTeste "Es"
16:31:48.750 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Es"
16:31:48.750 "t" CHAR_t CHAR  -  - QwertyTeste "Es"
16:31:49.203 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Est"
16:31:49.234 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Est"
16:31:49.234 "e" CHAR_e CHAR  -  - QwertyTeste "Est"
16:31:50.375 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este"
16:31:50.375 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este"
16:31:50.375 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este"
16:31:50.375 "" NEW_WORD WORD_Este  -  - QwertyTeste "Este "
16:31:52.078 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_l 6.0.10 860.593 QwertyTeste "Este "
16:31:52.078 "" KEY_DOWN_L AUTO_KEY  -  - QwertyTeste "Este "
16:31:52.078 "l" CHAR_l CHAR  -  - QwertyTeste "Este "
16:31:52.781 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este l"
16:31:52.781 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este l"
16:31:52.781 "a" CHAR_a CHAR  -  - QwertyTeste "Este l"
16:31:53.421 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "Este la"
16:31:53.421 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Este la"
16:31:53.421 "r" CHAR_r CHAR  -  - QwertyTeste "Este la"
16:31:53.765 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este lar"
16:31:53.953 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar"
16:31:53.953 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar"
16:31:53.953 "" NEW_WORD WORD_lar  -  - QwertyTeste "Este lar "
16:31:56.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Este lar "
16:31:56.531 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Este lar "
16:31:56.531 "e" CHAR_e CHAR  -  - QwertyTeste "Este lar "
16:31:57.281 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "Este lar e"
16:31:57.281 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "Este lar e"
16:31:57.281 "m" CHAR_m CHAR  -  - QwertyTeste "Este lar e"
16:31:58.015 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este lar em"
16:31:58.015 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar em"
16:31:58.015 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar em"
16:31:58.015 "" NEW_WORD WORD_em  -  - QwertyTeste "Este lar em "
16:31:58.640 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_f 6.0.5 449.593 QwertyTeste "Este lar em "
16:31:58.750 "" KEY_DOWN_F AUTO_KEY  -  - QwertyTeste "Este lar em "
16:31:58.750 "f" CHAR_f CHAR  -  - QwertyTeste "Este lar em "
16:31:59.640 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este lar em f"
16:31:59.640 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este lar em f"
16:31:59.640 "a" CHAR_a CHAR  -  - QwertyTeste "Este lar em f"
16:31:59.656 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "Este lar em fa"
16:31:59.656 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "Este lar em fa"
16:31:59.656 "s" CHAR_s CHAR  -  - QwertyTeste "Este lar em fa"
16:32:00.000 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Este lar em fas"
16:32:00.125 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Este lar em fas"
16:32:00.125 "e" CHAR_e CHAR  -  - QwertyTeste "Este lar em fas"
16:32:00.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este lar em fase"
16:32:00.625 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar em fase"
16:32:00.625 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar em fase"
16:32:00.625 "" NEW_WORD WORD_fase  -  - QwertyTeste "Este lar em fase "
16:32:01.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_p 5.0.11 942.546 QwertyTeste "Este lar em fase "
16:32:01.328 "" KEY_DOWN_P AUTO_KEY  -  - QwertyTeste "Este lar em fase "
16:32:01.328 "p" CHAR_p CHAR  -  - QwertyTeste "Este lar em fase "
16:32:01.734 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "Este lar em fase p"
16:32:01.812 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Este lar em fase p"
16:32:01.812 "o" CHAR_o CHAR  -  - QwertyTeste "Este lar em fase p"
16:32:02.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "Este lar em fase po"
16:32:02.687 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "Este lar em fase po"
16:32:02.687 "u" CHAR_u CHAR  -  - QwertyTeste "Este lar em fase po"
16:32:03.046 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_c 7.0.4 370.640 QwertyTeste "Este lar em fase pou"
16:32:03.187 "" KEY_DOWN_C AUTO_KEY  -  - QwertyTeste "Este lar em fase pou"
16:32:03.187 "c" CHAR_c CHAR  -  - QwertyTeste "Este lar em fase pou"
16:32:03.843 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "Este lar em fase pouc"
16:32:03.921 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Este lar em fase pouc"
16:32:03.921 "o" CHAR_o CHAR  -  - QwertyTeste "Este lar em fase pouc"
16:32:04.515 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Este lar em fase pouco"
16:32:04.640 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Este lar em fase pouco"
16:32:04.640 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Este lar em fase pouco"
16:32:04.640 "" NEW_WORD WORD_pouco  -  - QwertyTeste "Este lar em fase pouco "
16:32:05.125 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este lar em fase pouco "
16:32:05.125 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este lar em fase pouco "
16:32:05.125 "a" CHAR_a CHAR  -  - QwertyTeste "Este lar em fase pouco "
16:32:05.781 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_v 7.0.5 454.640 QwertyTeste "Este lar em fase pouco a"
16:32:05.796 "" KEY_DOWN_V AUTO_KEY  -  - QwertyTeste "Este lar em fase pouco a"
16:32:05.796 "v" CHAR_v CHAR  -  - QwertyTeste "Este lar em fase pouco a"
16:32:06.500 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Este lar em fase pouco av"
16:32:06.500 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Este lar em fase pouco av"
16:32:06.500 "a" CHAR_a CHAR  -  - QwertyTeste "Este lar em fase pouco av"
16:32:07.218 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste "Este lar em fase pouco ava"
16:32:07.218 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Este lar em fase pouco ava"
16:32:07.218 "n" CHAR_n CHAR  -  - QwertyTeste "Este lar em fase pouco ava"
