TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


19:20:48.468 "" SYSTEM_INFO START_LOGGING - - - "-"
19:20:56.421 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
19:21:04.218 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
19:21:04.234 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
19:21:05.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 536.546 QwertyTeste ""
19:21:05.328 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste ""
19:21:05.328 "T" CHAR_T CHAR  -  - QwertyTeste ""
19:21:06.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "T"
19:21:06.593 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "T"
19:21:07.484 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "T"
19:21:07.484 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "T"
19:21:07.484 "e" CHAR_e CHAR  -  - QwertyTeste "T"
19:21:08.140 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste "Te"
19:21:08.140 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Te"
19:21:08.140 "n" CHAR_n CHAR  -  - QwertyTeste "Te"
19:21:08.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_d 6.0.4 368.593 QwertyTeste "Ten"
19:21:08.593 "" KEY_DOWN_D AUTO_KEY  -  - QwertyTeste "Ten"
19:21:08.593 "d" CHAR_d CHAR  -  - QwertyTeste "Ten"
19:21:09.468 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "Tend"
19:21:09.500 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Tend"
19:21:09.500 "o" CHAR_o CHAR  -  - QwertyTeste "Tend"
19:21:10.343 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo"
19:21:10.343 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo"
19:21:10.343 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo"
19:21:10.343 "" NEW_WORD WORD_Tendo  -  - QwertyTeste "Tendo "
19:21:11.078 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Tendo "
19:21:11.093 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo "
19:21:11.093 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo "
19:21:11.984 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "Tendo e"
19:21:12.000 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "Tendo e"
19:21:12.000 "u" CHAR_u CHAR  -  - QwertyTeste "Tendo e"
19:21:12.843 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu"
19:21:12.906 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu"
19:21:12.906 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu"
19:21:12.906 "" NEW_WORD WORD_eu  -  - QwertyTeste "Tendo eu "
19:21:14.312 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "Tendo eu "
19:21:14.453 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Tendo eu "
19:21:14.453 "r" CHAR_r CHAR  -  - QwertyTeste "Tendo eu "
19:21:14.671 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Tendo eu r"
19:21:14.687 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo eu r"
19:21:14.687 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo eu r"
19:21:15.375 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_p 5.0.11 942.546 QwertyTeste "Tendo eu re"
19:21:15.375 "" KEY_DOWN_P AUTO_KEY  -  - QwertyTeste "Tendo eu re"
19:21:15.375 "p" CHAR_p CHAR  -  - QwertyTeste "Tendo eu re"
19:21:16.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Tendo eu rep"
19:21:16.656 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Tendo eu rep"
19:21:16.656 "e" CHAR_e CHAR  -  - QwertyTeste "Tendo eu rep"
19:21:16.906 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_t 5.0.6 536.546 QwertyTeste "Tendo eu repe"
19:21:16.921 "" KEY_DOWN_T AUTO_KEY  -  - QwertyTeste "Tendo eu repe"
19:21:16.921 "t" CHAR_t CHAR  -  - QwertyTeste "Tendo eu repe"
19:21:17.656 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_i 5.0.9 780.546 QwertyTeste "Tendo eu repet"
19:21:17.828 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "Tendo eu repet"
19:21:17.828 "i" CHAR_i CHAR  -  - QwertyTeste "Tendo eu repet"
19:21:18.359 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_d 6.0.4 368.593 QwertyTeste "Tendo eu repeti"
19:21:18.500 "" KEY_DOWN_D AUTO_KEY  -  - QwertyTeste "Tendo eu repeti"
19:21:18.500 "d" CHAR_d CHAR  -  - QwertyTeste "Tendo eu repeti"
19:21:19.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "Tendo eu repetid"
19:21:19.171 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Tendo eu repetid"
19:21:19.171 "o" CHAR_o CHAR  -  - QwertyTeste "Tendo eu repetid"
19:21:20.203 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu repetido"
19:21:20.281 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido"
19:21:20.281 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido"
19:21:20.281 "" NEW_WORD WORD_repetido  -  - QwertyTeste "Tendo eu repetido "
19:21:20.937 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Tendo eu repetido "
19:21:20.937 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido "
19:21:20.937 "a" CHAR_a CHAR  -  - QwertyTeste "Tendo eu repetido "
19:21:22.046 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Tendo eu repetido a"
19:21:22.046 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a"
19:21:22.046 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Tendo eu repetido a"
19:21:22.046 "" NEW_WORD WORD_a  -  - QwertyTeste "Tendo eu repetido a "
19:21:23.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_p 5.0.11 942.546 QwertyTeste "Tendo eu repetido a "
19:21:23.406 "" KEY_DOWN_P AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a "
19:21:23.406 "p" CHAR_p CHAR  -  - QwertyTeste "Tendo eu repetido a "
19:21:24.156 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "Tendo eu repetido a p"
19:21:24.296 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a p"
19:21:24.296 "r" CHAR_r CHAR  -  - QwertyTeste "Tendo eu repetido a p"
19:21:24.953 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_i 5.0.9 780.546 QwertyTeste "Tendo eu repetido a pr"
19:21:24.953 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a pr"
19:21:24.953 "i" CHAR_i CHAR  -  - QwertyTeste "Tendo eu repetido a pr"
19:21:25.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "Tendo eu repetido a pri"
19:21:25.421 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a pri"
19:21:25.421 "m" CHAR_m CHAR  -  - QwertyTeste "Tendo eu repetido a pri"
19:21:26.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_´ 8.0.6 404.687 QwertyTeste "Tendo eu repetido a prim"
19:21:26.531 "" KEY_DOWN_AGUDO AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a prim"
19:21:27.218 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Tendo eu repetido a prim"
19:21:27.218 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Tendo eu repetido a prim"
