TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


14:54:06.890 "" SYSTEM_INFO START_LOGGING - - - "-"
14:54:09.718 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
14:54:23.296 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
14:54:23.296 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
14:54:24.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste ""
14:54:24.406 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste ""
14:54:24.406 "N" CHAR_N CHAR  -  - QwertyTeste ""
14:54:25.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "N"
14:54:25.328 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "N"
14:54:26.250 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "N"
14:54:26.250 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "N"
14:54:26.250 "o" CHAR_o CHAR  -  - QwertyTeste "N"
14:54:28.109 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "No"
14:54:28.265 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "No"
14:54:28.265 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "No"
14:54:28.265 "" NEW_WORD WORD_No  -  - QwertyTeste "No "
14:54:30.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "No "
14:54:30.531 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "No "
14:54:30.531 "o" CHAR_o CHAR  -  - QwertyTeste "No "
14:54:31.328 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "No o"
14:54:31.437 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "No o"
