TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


19:37:13.093 "" SYSTEM_INFO START_LOGGING - - - "-"
19:37:16.781 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
19:37:26.484 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
19:37:26.484 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
19:37:27.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste ""
19:37:27.343 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste ""
19:37:27.343 "N" CHAR_N CHAR  -  - QwertyTeste ""
19:37:29.859 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "N"
19:37:29.859 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "N"
19:37:29.859 "O" CHAR_O CHAR  -  - QwertyTeste "N"
19:37:31.109 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "NO"
19:37:31.234 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "NO"
19:37:31.234 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "NO"
19:37:31.234 "" NEW_WORD WORD_NO  -  - QwertyTeste "NO "
19:37:34.296 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "NO "
19:37:34.390 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "NO "
19:37:34.390 "\b" CHAR_RETROCESSO CHAR  -  - QwertyTeste "NO "
19:37:34.656 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_BkSp 6.0.1 111.593 QwertyTeste "NO"
19:37:34.656 "" KEY_DOWN_BACKSPACE AUTO_KEY  -  - QwertyTeste "NO"
19:37:34.656 "\b" CHAR_RETROCESSO CHAR  -  - QwertyTeste "NO"
19:37:35.718 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "N"
19:37:35.718 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "N"
19:37:36.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "N"
19:37:36.421 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "N"
19:37:36.421 "o" CHAR_o CHAR  -  - QwertyTeste "N"
19:37:39.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "No"
19:37:39.593 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "No"
19:37:39.593 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "No"
19:37:39.593 "" NEW_WORD WORD_No  -  - QwertyTeste "No "
19:37:41.640 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "No "
19:37:41.640 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "No "
19:37:41.640 "o" CHAR_o CHAR  -  - QwertyTeste "No "
19:37:42.578 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "No o"
19:37:42.578 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "No o"
19:37:42.578 "s" CHAR_s CHAR  -  - QwertyTeste "No o"
19:37:42.765 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_s 6.0.3 286.593 QwertyTeste "No os"
19:37:42.765 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "No os"
19:37:42.765 "s" CHAR_s CHAR  -  - QwertyTeste "No os"
19:37:43.500 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "No oss"
19:37:43.500 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "No oss"
19:37:43.500 "o" CHAR_o CHAR  -  - QwertyTeste "No oss"
19:37:46.906 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_. 7.0.10 867.640 QwertyTeste "No osso"
19:37:46.906 "" KEY_DOWN_. AUTO_KEY  -  - QwertyTeste "No osso"
19:37:46.906 "." CHAR_. CHAR  -  - QwertyTeste "No osso"
19:37:46.906 "" NEW_WORD WORD_osso  -  - QwertyTeste "No osso."
19:37:46.906 "" NEW_SENTENCE SENTENCE_No_osso.  -  - QwertyTeste "No osso."
19:37:48.015 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Enter 5.0.1 110.546 QwertyTeste "No osso."
19:37:48.015 "" KEY_DOWN_ENTER AUTO_KEY  -  - QwertyTeste "No osso."
19:37:48.015 "\n" CHAR_ENTER CHAR  -  - QwertyTeste "No osso."
19:37:50.421 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
19:37:50.421 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
19:37:52.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_h 6.0.7 614.593 QwertyTeste ""
19:37:52.296 "" KEY_DOWN_H AUTO_KEY  -  - QwertyTeste ""
19:37:52.296 "H" CHAR_H CHAR  -  - QwertyTeste ""
19:37:53.609 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "H"
19:37:53.625 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "H"
19:37:55.234 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "H"
19:37:55.234 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "H"
19:37:55.234 "o" CHAR_o CHAR  -  - QwertyTeste "H"
19:37:56.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_j 6.0.8 696.593 QwertyTeste "Ho"
19:37:56.406 "" KEY_DOWN_J AUTO_KEY  -  - QwertyTeste "Ho"
19:37:56.406 "j" CHAR_j CHAR  -  - QwertyTeste "Ho"
19:37:56.921 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "Hoj"
19:37:56.921 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "Hoj"
19:37:56.921 "e" CHAR_e CHAR  -  - QwertyTeste "Hoj"
19:38:00.000 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Hoje"
19:38:00.000 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Hoje"
19:38:00.000 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Hoje"
19:38:00.000 "" NEW_WORD WORD_Hoje  -  - QwertyTeste "Hoje "
19:38:00.906 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "Hoje "
19:38:00.906 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "Hoje "
19:38:00.906 "o" CHAR_o CHAR  -  - QwertyTeste "Hoje "
19:38:01.343 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "Hoje o"
19:38:01.375 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "Hoje o"
19:38:01.375 "u" CHAR_u CHAR  -  - QwertyTeste "Hoje o"
19:38:03.390 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "Hoje ou"
19:38:03.593 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "Hoje ou"
19:38:03.593 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "Hoje ou"
19:38:03.593 "" NEW_WORD WORD_ou  -  - QwertyTeste "Hoje ou "
19:38:05.468 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Hoje ou "
19:38:05.625 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Hoje ou "
19:38:05.625 "a" CHAR_a CHAR  -  - QwertyTeste "Hoje ou "
19:38:08.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "Hoje ou a"
19:38:08.531 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "Hoje ou a"
19:38:08.531 "m" CHAR_m CHAR  -  - QwertyTeste "Hoje ou a"
19:38:09.375 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Hoje ou am"
19:38:09.437 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Hoje ou am"
19:38:09.437 "a" CHAR_a CHAR  -  - QwertyTeste "Hoje ou am"
19:38:10.109 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste "Hoje ou ama"
19:38:10.109 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste "Hoje ou ama"
19:38:10.109 "n" CHAR_n CHAR  -  - QwertyTeste "Hoje ou ama"
19:38:10.531 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_h 6.0.7 614.593 QwertyTeste "Hoje ou aman"
19:38:10.578 "" KEY_DOWN_H AUTO_KEY  -  - QwertyTeste "Hoje ou aman"
19:38:10.578 "h" CHAR_h CHAR  -  - QwertyTeste "Hoje ou aman"
19:38:15.093 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_~ 8.0.9 557.687 QwertyTeste "Hoje ou amanh"
19:38:15.109 "" KEY_DOWN_TIL AUTO_KEY  -  - QwertyTeste "Hoje ou amanh"
19:38:15.765 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "Hoje ou amanh"
19:38:15.781 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "Hoje ou amanh"
19:38:15.781 "ã" CHAR_ã CHAR  -  - QwertyTeste "Hoje ou amanh"
19:38:19.625 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_. 7.0.10 867.640 QwertyTeste "Hoje ou amanhã"
19:38:19.796 "" KEY_DOWN_. AUTO_KEY  -  - QwertyTeste "Hoje ou amanhã"
19:38:19.796 "." CHAR_. CHAR  -  - QwertyTeste "Hoje ou amanhã"
19:38:19.796 "" NEW_WORD WORD_amanhã  -  - QwertyTeste "Hoje ou amanhã."
19:38:19.796 "" NEW_SENTENCE SENTENCE_Hoje_ou_amanhã.  -  - QwertyTeste "Hoje ou amanhã."
19:38:23.140 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Enter 5.0.1 110.546 QwertyTeste "Hoje ou amanhã."
19:38:23.156 "" KEY_DOWN_ENTER AUTO_KEY  -  - QwertyTeste "Hoje ou amanhã."
19:38:23.156 "\n" CHAR_ENTER CHAR  -  - QwertyTeste "Hoje ou amanhã."
19:38:24.687 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
19:38:24.687 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
19:38:26.078 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste ""
19:38:26.078 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste ""
19:38:26.078 "O" CHAR_O CHAR  -  - QwertyTeste ""
19:38:28.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "O"
19:38:28.171 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "O"
19:38:29.281 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "O"
19:38:29.281 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "O"
19:38:29.281 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "O"
19:38:29.281 "" NEW_WORD WORD_O  -  - QwertyTeste "O "
19:38:30.437 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "O "
19:38:30.437 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "O "
19:38:30.437 "m" CHAR_m CHAR  -  - QwertyTeste "O "
19:38:31.125 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "O m"
19:38:31.125 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "O m"
19:38:31.125 "e" CHAR_e CHAR  -  - QwertyTeste "O m"
19:38:31.828 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "O me"
19:38:32.046 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "O me"
19:38:32.046 "u" CHAR_u CHAR  -  - QwertyTeste "O me"
19:38:39.953 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "O meu"
19:38:40.031 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "O meu"
19:38:40.031 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "O meu"
19:38:40.031 "" NEW_WORD WORD_meu  -  - QwertyTeste "O meu "
19:38:41.171 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_i 5.0.9 780.546 QwertyTeste "O meu "
19:38:41.359 "" KEY_DOWN_I AUTO_KEY  -  - QwertyTeste "O meu "
19:38:41.359 "i" CHAR_i CHAR  -  - QwertyTeste "O meu "
19:38:41.781 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_r 5.0.5 454.546 QwertyTeste "O meu i"
19:38:41.843 "" KEY_DOWN_R AUTO_KEY  -  - QwertyTeste "O meu i"
19:38:41.843 "r" CHAR_r CHAR  -  - QwertyTeste "O meu i"
19:38:42.843 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "O meu ir"
19:38:42.968 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "O meu ir"
19:38:42.968 "m" CHAR_m CHAR  -  - QwertyTeste "O meu ir"
19:38:45.906 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_~ 8.0.9 557.687 QwertyTeste "O meu irm"
19:38:45.906 "" KEY_DOWN_TIL AUTO_KEY  -  - QwertyTeste "O meu irm"
19:38:46.593 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_a 6.0.2 204.593 QwertyTeste "O meu irm"
19:38:46.593 "" KEY_DOWN_A AUTO_KEY  -  - QwertyTeste "O meu irm"
19:38:46.593 "ã" CHAR_ã CHAR  -  - QwertyTeste "O meu irm"
19:38:47.750 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "O meu irmã"
19:38:47.750 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "O meu irmã"
19:38:47.750 "o" CHAR_o CHAR  -  - QwertyTeste "O meu irmã"
19:38:49.546 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "O meu irmão"
19:38:49.546 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "O meu irmão"
19:38:49.546 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "O meu irmão"
19:38:49.546 "" NEW_WORD WORD_irmão  -  - QwertyTeste "O meu irmão "
19:38:52.734 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_´ 8.0.6 404.687 QwertyTeste "O meu irmão "
19:38:52.734 "" KEY_DOWN_AGUDO AUTO_KEY  -  - QwertyTeste "O meu irmão "
19:38:53.546 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_e 5.0.4 372.546 QwertyTeste "O meu irmão "
19:38:53.656 "" KEY_DOWN_E AUTO_KEY  -  - QwertyTeste "O meu irmão "
19:38:53.656 "é" CHAR_é CHAR  -  - QwertyTeste "O meu irmão "
19:38:55.250 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_Space 4.0.1 111.499 QwertyTeste "O meu irmão é"
19:38:55.250 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "O meu irmão é"
19:38:55.250 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "O meu irmão é"
19:38:55.250 "" NEW_WORD WORD_é  -  - QwertyTeste "O meu irmão é "
19:38:57.203 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_u 5.0.8 700.546 QwertyTeste "O meu irmão é "
19:38:57.203 "" KEY_DOWN_U AUTO_KEY  -  - QwertyTeste "O meu irmão é "
19:38:57.203 "u" CHAR_u CHAR  -  - QwertyTeste "O meu irmão é "
19:38:57.406 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_m 7.0.8 708.640 QwertyTeste "O meu irmão é u"
19:38:57.468 "" KEY_DOWN_M AUTO_KEY  -  - QwertyTeste "O meu irmão é u"
